_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng,Year,Month
626,320,A00032867​,8.0,2009-03-18,Dog,Galil Golan,VII,Ein Qiniyye,,2009,3
627,215,A00031827​,7.0,2009-03-09,Dog,Galil Golan,VII,Sede Eli'Ezer,,2009,3
628,318,A00029427​,6.0,2009-02-16,Sheep,Galil Golan,I,Buq'Ata,,2009,2
629,317,A00029271​,5.0,2009-02-15,Dog,Galil Golan,VII,Buq'Ata,,2009,2
630,307,A00028219​,4.0,2009-02-03,Dog,Galil Golan,VII,En Ziwan,,2009,2
631,301,A00028042​,3.0,2009-02-02,Dog,Galil Golan,VII,Mas'Ade,,2009,2
632,298,A00027317​,2.0,2009-01-26,Dog,Galil Golan,VII,Metula,,2009,1
633,315,A00026989​,1.0,2009-01-22,Wolf,Galil Golan,I,Buq'Ata,,2009,1
634,158,A00020887,11.0,2008-11-05,Jackal,Galil Golan,I,Ayyelet Hashahar,,2008,11
635,171,A0020236 ,8.0,2008-10-28,Dog,Galil Golan,VII,Sha'Ar Hagolan,,2008,10
636,237,A0019569 ,7.0,2008-10-15,Fox,Negev,III,Otni'El,,2008,10
637,240,A0017171 ,6.0,2008-09-04,Dog,Galil Golan,VII,Kefar Haruv,,2008,9
638,235,A0013508 ,4.0,2008-07-13,Fox,Shfela Vahar,III,Allon Shevut,,2008,7
639,183,A0012337 ,3.0,2008-06-24,Dog,Galil Golan,VII,Sede Nehemya,,2008,6
640,186,A0010850 ,2.0,2008-05-26,Dog,Galil Golan,VII,Hagosherim,,2008,5
641,213,573959 ,15.0,2007-12-30,Fox,Galil Golan,,Mishmar Hayarden,,2007,12
642,270,A00003653,14.0,2007-12-04,Dog,Galil Golan,,Majdal Shams,,2007,12
643,272,A00003382,13.0,2007-11-23,Cattle,Galil Golan,,Senir,,2007,11
644,266, 568674,12.0,2007-10-28,Fox,Galil Golan,,Merom Golan,,2007,10
645,269,567901,10.0,2007-10-17,Dog,Galil Golan,,Majdal Shams,,2007,10
646,274,567923,11.0,2007-10-17,Dog,Galil Golan,,,Matsok Orvim,2007,10
647,268,567413,8.0,2007-10-12,Dog,Galil Golan,,Majdal Shams,,2007,10
648,273,567414,9.0,2007-10-12,Dog,Galil Golan,,Mas'Ade,,2007,10
649,271,567077,7.0,2007-10-10,Fox,Galil Golan,,Senir,,2007,10
650,263,564429 ,6.0,2007-09-04,Fox,Galil Golan,,Kefar Szold,,2007,9
651,265, 563231,5.0,2007-08-21,Dog,Galil Golan,,Senir,,2007,8
652,267,553946 ,4.0,2007-05-29,Dog,Galil Golan,,Majdal Shams,,2007,5
653,262,548875 ,3.0,2007-04-16,Mongoose,Galil Golan,,Dan,,2007,4
654,264,548059 ,2.0,2007-04-06,Jackal,Galil Maaravi,,Shetula,,2007,4
655,189,547828,1.0,2007-04-02,Dog,Galil Golan,,Lahavot Habashan,,2007,4
656,238,529934,9.0,2006-10-24,Fox,Galil Golan,I,Buq'Ata,,2006,10
657,220,526853,8.0,2006-09-26,Dog,Galil Golan,VII,Senir,,2006,9
658,214,525355,7.0,2006-09-12,Cattle,Galil Maaravi,VII,Ya'Ara,,2006,9
659,241,518381,5.0,2006-07-10,Horse,Galil Golan,I,Qeshet,,2006,7
660,249,513381,4.0,2006-05-25,Dog,Galil Golan,VII,Merom Golan,,2006,5
661,242,509455,3.0,2006-04-23,Dog,Galil Golan,I,Yonatan,,2006,4
662,204, 509069,2.0,2006-04-16,Dog,Galil Golan,VII,Meron,,2006,4
663,188,503563,1.0,2006-02-28,Dog,Galil Golan,VII,Shamir,,2006,2
664,596,A00441674,5.0,2022-01-30,Dog,Galil Maaravi,VIIA,Hazor Hagelilit,,2022,1
665,594,A00440469,4.0,2022-01-18,Jackal,Galil Golan,VIIA,Ayyelet Hashahar,,2022,1
666,593,A00439981,3.0,2022-01-12,Jackal,Galil Golan,VIIA,Kefar Gil'Adi,,2022,1
667,592,A00439738,2.0,2022-01-10,Dog,Galil Golan,VIIA,Kefar Rozenwald(Zarit),,2022,1
668,591,A00439275,1.0,2022-01-08,Jackal,Galil Golan,VIIA,Ayyelet Hashahar,,2022,1
669,589,A00438815,40.0,2021-12-29,Jackal,Galil Golan,VIIA,Dafna,,2021,12
670,588,A00438706,39.0,2021-12-28,Dog,Galil Golan,VIIA,Shetula,,2021,12
671,586,A00438394,38.0,2021-12-26,Dog,Galil Maaravi,VIIA,Aramsha,,2021,12
672,585,A00438141,37.0,2021-12-22,Cow,Galil Golan,VIIA,Ortal,,2021,12
673,584,A00437402,36.0,2021-12-15,Wolf,Galil Golan,VIIA,Ayyelet Hashahar,,2021,12
674,580,A00435307,35.0,2021-11-24,Jackal,Galil Golan,VIIA,Yir'On,,2021,11
675,579,​A00434107,34.0,2021-11-14,Jackal,Galil Maaravi,VII A,Elon,,2021,11
676,578,A00431667,33.0,2021-10-25,Jackal,Galil Golan,VIIA,Misgav Am,,2021,10
677,576,A00431573,32.0,2021-10-24,Dog,Amakim,VIIA,Sede Eliyyahu,,2021,10
678,575,​A00430991,31.0,2021-10-18,Jackal,Galil Maaravi,VII A,Shomera,,2021,10
679,574,A00426045,30.0,2021-08-22,Dog,Galil Golan,VIIA,Shezor,,2021,8
680,571,A00422687,29.0,2021-07-18,Jackal,Galil Maaravi,VIIA,Shomera,,2021,7
681,570,A00421253,28.0,2021-07-04,Jackal,Galil Maaravi,VIIA,Bezet,,2021,7
682,569,A00419315,27.0,2021-06-14,Cattle,Galil Maaravi,VII A,Rame,,2021,6
683,567,A00418538,26.0,2021-06-07,Cattle,Galil Maaravi,VIIA,Ya'Ara,,2021,6
684,566,A00418104,25.0,2021-06-02,Cattle,Galil Golan,VIIA,Manot,,2021,6
685,565,A00417770,24.0,2021-05-31,Cattle,Galil Maaravi,VIIA,Goren,,2021,5
686,564,A00415978,23.0,2021-05-17,Dog,Galil Golan,VIIA,Beit Jann,,2021,5
687,563,A00415734,22.0,2021-05-12,Badger,Galil Golan,VIIA,Ma'Yan Barukh,,2021,5
688,561,A00412397,21.0,2021-04-18,Dog,Galil Golan,VIIA,Beit Jann,,2021,4
689,559,A00411798,20.0,2021-04-11,Dog,Galil Maaravi,VIIA,Rame,,2021,4
690,555,​A00411251,19.0,2021-04-06,Dog,Galil Golan,VIIA,Beit Jann,,2021,4
691,557,A00410874,18.0,2021-04-04,Dog,Galil Golan,VIIA,Had-Nes,,2021,4
692,556,A00410873,17.0,2021-04-04,Sheep,Galil Golan,VIIA,Had-Nes,,2021,4
693,551,​A00410869,16.0,2021-04-04,Sheep,Galil Golan,VIIA,Had-Nes,,2021,4
694,553,A00410650,15.0,2021-04-03,Dog,Galil Golan,VIIA,Beit Jann,,2021,4
695,548,​A00410624,14.0,2021-04-03,Dog,Galil Golan,VIIA,Beit Jann,,2021,4
696,547,A00409776,13.0,2021-03-20,Dog,Galil Golan,VIIA,Had-Nes,,2021,3
697,546,A00409776,12.0,2021-03-20,Dog,Galil Maaravi,VIIA,Peqi'In Hadasha,,2021,3
698,544,A00407231,11.0,2021-02-28,Dog,Galil Maaravi,VIIA,Peqi'In Hadasha,,2021,2
699,542,A00407171,10.0,2021-02-25,Dog,Galil Maaravi,VIIA,Ya'Ara,,2021,2
700,541,A00406867,9.0,2021-02-23,Dog,Galil Golan,VIIA,Menara,,2021,2
701,540,A00406543,8.0,2021-02-21,Dog,Negev,VII A,En Tamar,,2021,2
702,536,A00405019,7.0,2021-02-07,Jackal,Galil Golan,VIIA,Yuval,,2021,2
703,535,A00404412,6.0,2021-02-01,Dog,Galil Golan,VIIA,Dovev,,2021,2
704,534,A00403086,5.0,2021-01-20,Dog,Negev,,Qetura,,2021,1
705,533,A00402646,3.0,2021-01-19,Jackal,Galil Golan,VIIA,Kerem Ben Zimra,,2021,1
706,532,​A00402403,4.0,2021-01-19,Dog,Galil Golan,VIIA,Karkom,,2021,1
707,531,A00402255,2.0,2021-01-13,Dog,Galil Golan,VII A,Yiftah,,2021,1
708,530,​A00400941,1.0,2021-01-04,Jackal,Galil Golan,VIIA,She'Ar Yashuv,,2021,1
709,529,​A00400597,47.0,2020-12-29,Jackal,Galil Golan,VII A,Margaliyyot,,2020,12
710,528,A00400595,46.0,2020-12-29,Cattle,Galil Maaravi,VIIA,Fassuta,,2020,12
711,527,A00400482,45.0,2020-12-28,Jackal,Galil Golan,VIIA,Reihaniyye,,2020,12
712,523,​A00399246,44.0,2020-12-14,Cattle,Galil Golan,VII A,Dalton,,2020,12
713,522,A00398853,43.0,2020-12-12,Dog,Galil Golan,VIIA,Shetula,,2020,12
714,521,A00397345,42.0,2020-11-25,Wolf,Galil Golan,VIIA,Had-Nes,,2020,11
715,520,A00397078,41.0,2020-11-22,Jackal,Galil Golan,VIIA,Shetula,,2020,11
716,519,​A00397019,40.0,2020-11-22,Jackal,Galil Golan,VII A,Yesud Hama'Ala,,2020,11
717,518,A00396685,39.0,2020-11-18,Jackal,Galil Golan,VIIA,Dishon,,2020,11
718,517,A00396484,38.0,2020-11-16,Jackal,Galil Golan,VIIA,Dovev,,2020,11
719,516,A00396328,37.0,2020-11-15,Jackal,Galil Golan,VIIA,Metula,,2020,11
720,514,A00396321,36.0,2020-11-15,Jackal,Galil Golan,VIIA,Lahavot Habashan,,2020,11
721,513,A00396354,35.0,2020-11-15,Jackal,Galil Golan,VIIA,Hagosherim,,2020,11
722,512,A00395831,34.0,2020-11-09,Wolf,Galil Golan,VIIA,Yesud Hama'Ala,,2020,11
723,509,A00395816,33.0,2020-11-09,Dog,Galil Golan,VIIA,Metula,,2020,11
724,508,​A00394493,32.0,2020-10-27,Jackal,Galil Golan,VII A,Margaliyyot,,2020,10
725,507,A00394275,31.0,2020-10-25,Jackal,Galil Golan,VIIA,Bar'Am,,2020,10
726,506,A0034090,30.0,2020-10-21,Jackal,Galil Golan,VII A,Sede Nehemya,,2020,10
727,505,​A00393324,29.0,2020-10-18,Jackal,Galil Golan,VII A,Yir'On,,2020,10
728,504,A00393026,28.0,2020-10-13,Jackal,Galil Golan,VIIA,Dan,,2020,10
729,501,A00392860,27.0,2020-10-12,Dog,Galil Golan,VIIA,Mattat,,2020,10
730,498,A00392398,26.0,2020-10-10,Jackal,Galil Golan,VIIA,Dafna,,2020,10
731,502,A00392382,25.0,2020-10-10,Jackal,Galil Golan,VIIA,Dan,,2020,10
732,497,​A00392285,24.0,2020-10-07,Jackal,Galil Maaravi,VII A,Elon,,2020,10
733,496,A00391976,23.0,2020-09-29,Dog,Galil Golan,VIIA,Misgav Am,,2020,9
734,495,A00391787,22.0,2020-09-28,Jackal,Galil Golan,VIIA,Netu'A,,2020,9
735,493,A00387719,21.0,2020-08-09,Dog,Galil Golan,VIIA,Sasa,,2020,8
736,492,A00385763,20.0,2020-07-15,Jackal,Galil Maaravi,VIIA,Liman,,2020,7
737,491,A00384848,19.0,2020-07-06,Jackal,Galil Golan,VIIA,Ne'Ot Mordekhay,,2020,7
738,488,​A00381599,18.0,2020-06-02,Cattle,Galil Maaravi,VII A,Fassuta,,2020,6
739,487,A00380490,17.0,2020-05-18,Cattle,Galil Golan,VII A,Kefar Szold,,2020,5
740,486,A00379939,16.0,2020-05-12,Dog,Galil Golan,VII A,Bar'Am,,2020,5
741,490,A00379317,15.0,2020-05-06,Dog,Galil Maaravi,VII,Sa'Ar,,2020,5
742,485,A00378866,14.0,2020-05-04,Jackal,Galil Golan,VII A,Yir'On,,2020,5
743,483,A00378364,13.0,2020-04-26,Dog,Galil Maaravi,VII A,Fassuta,,2020,4
744,482,A00377910,12.0,2020-04-20,Dog,Galil Maaravi,VII A,Peqi'In (Buqei'A),,2020,4
745,481,A00377285,11.0,2020-04-04,Dog,Galil Golan,VII A,Ghajar,,2020,4
746,480,A00376690,10.0,2020-03-25,Cattle,Galil Golan,VIIA,Alma,,2020,3
747,479,A00375047​,9.0,2020-03-04,Dog,Galil Golan,VII A,Shamir,,2020,3
748,478,A00374371​​​​​​,8.0,2020-02-25,Dog,Galil Maaravi,VII A,Fassuta,,2020,2
749,477,A00374265,7.0,2020-02-24,Dog,Galil Golan,VII A,Alma,,2020,2
750,573,A00373420,6.0,2020-02-18,Dog,Galil Golan,VIIA,Ramot Naftali,,2020,2
751,476,​A00373369​,5.0,2020-02-15,Cattle,Galil Golan,VII A,Senir,,2020,2
752,475,A00372352,4.0,2020-02-04,Dog,Galil Golan,VII A,Bet Hillel,,2020,2
753,474,A00370589,2.0,2020-01-18,Jackal,Galil Golan,VII A,Yiftah,,2020,1
754,473,A00369624,1.0,2020-01-07,Jackal,Galil Golan,VII A,Dishon,,2020,1
755,472,A00368842,17.0,2019-12-25,Jackal,Galil Golan,VII A,Hazor Hagelilit,,2019,12
756,471,A00367891,16.0,2019-12-15,Jackal,Galil Golan,VII A,Margaliyyot,,2019,12
757,470,A00366736,15.0,2019-11-27,Jackal,Galil Golan,VII A,Dan,,2019,11
758,469,A00364579​,14.0,2019-11-02,Dog,Galil Golan,I,Majdal Shams,,2019,11
759,468,A00363355,13.0,2019-10-22,Dog,Galil Golan,VII A,Misgav Am,,2019,10
760,467,​A00362990,12.0,2019-10-15,Jackal,Galil Golan,VII A,Hagosherim,,2019,10
761,466,A00362801,11.0,2019-10-09,Jackal,Galil Golan,VII A,Qiryat Shemona,,2019,10
762,465,A00358971,10.0,2019-08-20,Dog,Galil Golan,VII A,Qiryat Shemona,,2019,8
763,464,A00357826,9.0,2019-08-06,Dog,Galil Golan,VII A,Yuval,,2019,8
764,462,A00355389,8.0,2019-07-10,Dog,Amakim,VII A,Tur'An,,2019,7
765,461,A00347252,7.0,2019-04-03,Dog,Galil Golan,VII B,Kafar Kama,,2019,4
766,463,A00344755,6.0,2019-03-06,Jackal,Amakim,VII B,Newe Etan,,2019,3
767,460,A00343532,5.0,2019-02-24,Dog,Amakim,VII A,Gan Ner,,2019,2
768,458,A00339385,3.0,2019-01-13,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2019,1
769,459,A00339387,4.0,2019-01-13,Jackal,Galil Golan,VII A,Yiftah,,2019,1
770,457,A00339149,2.0,2019-01-12,Dog,Hasharon,VII B,Isifya,,2019,1
771,456,A00339080,1.0,2019-01-09,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2019,1
772,455,A00336706,60.0,2018-12-11,Jackal,Galil Golan,VII A,Dan,,2018,12
773,453,A00333805,59.0,2018-11-05,Jackal,Galil Golan,VII A,Dan,,2018,11
774,451,A00330739,57.0,2018-10-02,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018,10
775,452,A00330566,56.0,2018-09-26,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018,9
776,450,A00327125,55.0,2018-08-07,Jackal,Galil Golan,VII B,Tel Qazir,,2018,8
777,449,A00325845,54.0,2018-07-22,Dog,Galil Golan,VII A,Gonen,,2018,7
778,448,A00324471,53.0,2018-07-04,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018,7
779,447,​​A00322936,52.0,2018-06-14,Jackal,Galil Golan,VII A,Dovev,,2018,6
780,33,A00322149,51.0,2018-06-04,Jackal,Galil Golan,VII B,Mevo Hamma,,2018,6
781,22,A00320347,50.0,2018-05-12,Cattle,Hasharon,VII B,Basma,,2018,5
782,20,A00320155,48.0,2018-05-08,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2018,5
783,21,A00320156,49.0,2018-05-08,Dog,Galil Golan,VII A,Dovev,,2018,5
784,19,A00319720,47.0,2018-05-02,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2018,5
785,18,A00319738,46.0,2018-05-02,Horse,Hasharon,VII B,Basma,,2018,5
786,17,A00319596,45.0,2018-05-01,Jackal,Amakim,VII B,Nahalal,,2018,5
787,16,A00318829,44.0,2018-04-23,Sheep,Galil Golan,VII A,Ghajar,,2018,4
788,454,A00317604,43.0,2018-04-08,Badger,Galil Golan,VII A,Yesud Hama'Ala,,2018,4
789,15,A00317549,42.0,2018-04-04,Jackal,Galil Golan,VII A,Yuval,,2018,4
790,14,A00317493,41.0,2018-03-29,Dog,Hasharon,VII B,Isifya,,2018,3
791,30,A00317097,40.0,2018-03-24,Jackal,Amakim,VII B,Yardena,,2018,3
792,31,A00316971,39.0,2018-03-21,Jackal,Amakim,VII B,Kefar Yehoshua,,2018,3
793,13,A00316665,38.0,2018-03-19,Dog,Galil Golan,VII A,Zefat,,2018,3
794,12,A00316149,37.0,2018-03-12,Jackal,Amakim,VII B,Bet She'Arim,,2018,3
795,10,A00315920,36.0,2018-03-08,Jackal,Amakim,VII B,Sandala,,2018,3
796,11,A00315604,34.0,2018-03-05,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018,3
797,32,A00315607,35.0,2018-03-04,Jackal,Amakim,VII B,Sarid,,2018,3
798,26,A00315167,31.0,2018-02-26,Jackal,Amakim,VII B,Mishmar Haemeq,,2018,2
799,25,A00315169,32.0,2018-02-25,Jackal,Amakim,VII B,Megiddo,,2018,2
800,24,A00315175,33.0,2018-02-25,Cattle,Amakim,VII B,Kefar Yehoshua,,2018,2
801,28,A00314818,29.0,2018-02-21,Jackal,Amakim,VII B,Hayogev,,2018,2
802,27,A00314819,30.0,2018-02-21,Cattle,Amakim,VII B,Bet She'Arim,,2018,2
803,29,A00314715,28.0,2018-02-20,Jackal,Amakim,VII B,Kefar Ruppin,,2018,2
804,9,A00314141,27.0,2018-02-12,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018,2
805,445,​​A00313698​​,26.0,2018-02-06,Jackal,Hasharon,VII B,Tayibe,,2018,2
806,8,A00313698,26.0,2018-02-06,Jackal,Amakim,VII B,Tayibe(Baemeq),,2018,2
807,7,A00313586,25.0,2018-02-05,Jackal,Galil Golan,VII B,Menahemya,,2018,2
808,6,A00313444,24.0,2018-02-04,Jackal,Hasharon,VII B,Omez,,2018,2
809,4,A00313049,22.0,2018-01-30,Jackal,Amakim,VII B,Sede Eliyyahu,,2018,1
810,5,A00313050,23.0,2018-01-30,Jackal,Galil Maaravi,VII B,Bet She'Arim,,2018,1
811,50,A00313015 ,21.0,2018-01-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018,1
812,47,A00312426 ,18.0,2018-01-22,Jackal,Galil Golan,I,Sha'Ar Hagolan,,2018,1
813,48,A00312428 ,19.0,2018-01-22,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018,1
814,49,A00312415 ,20.0,2018-01-22,Jackal,Amakim,VII B,Kefar Ruppin,,2018,1
815,3,A00312287,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018,1
816,446,​​A00312287​​​​,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018,1
817,23,A00312161,16.0,2018-01-18,Cattle,Amakim,VII B,Basma,,2018,1
818,46,A00311903 ,15.0,2018-01-16,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018,1
819,2,A00311549,14.0,2018-01-14,Jackal,Galil Golan,VII B,Menahemya,,2018,1
820,43,A00311405 ,11.0,2018-01-10,Jackal,Galil Golan,VII B,Menahemya,,2018,1
821,44,A00311410 ,12.0,2018-01-10,Jackal,Amakim,VII B,Kefar Barukh,,2018,1
822,45,A00311419 ,13.0,2018-01-10,Cattle,Amakim,VII B,Nahalal,,2018,1
823,1,A00311272,10.0,2018-01-09,Cattle,Amakim,VII B,Nahalal,,2018,1
824,42,A00311161 ,9.0,2018-01-08,Jackal,Amakim,VII B,Nahalal,,2018,1
825,41,A00310989 ,8.0,2018-01-07,Jackal,Galil Golan,VII B,Kefar Tavor,,2018,1
826,39,A00310885 ,6.0,2018-01-04,Jackal,Amakim,VII B,Tirat Zevi,,2018,1
827,40,A00310882 ,7.0,2018-01-04,Jackal,Amakim,VII B,Kefar Barukh,,2018,1
828,37,A00310564 ,4.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018,1
829,38,A00310566 ,5.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018,1
830,34,A00310420 ,1.0,2018-01-01,Jackal,Amakim,VII B,Kefar Ruppin,,2018,1
831,35,A00310423 ,2.0,2018-01-01,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018,1
832,36,A00310447 ,3.0,2018-01-01,Jackal,Amakim,VII B,Sheluhot,,2018,1
833,122,A00310277,74.0,2017-12-31,Jackal,Galil Golan,I,Amir,,2017,12
834,121,A00310145,73.0,2017-12-28,Dog,Galil Golan,VII B,Yavne'El,,2017,12
835,120,A00310163 ,72.0,2017-12-28,Jackal,Amakim,VII B,Midrakh Oz,,2017,12
836,119,A00310037 ,71.0,2017-12-27,Jackal,Amakim,VII B,Bet Hashitta,,2017,12
837,118,A00309718 ,70.0,2017-12-25,Jackal,Amakim,VII B,Tel Yosef,,2017,12
838,117,A00309721 ,69.0,2017-12-25,Jackal,Hasharon,VII B,Yoqne'Am(Moshava),,2017,12
839,116,A00309501 ,68.0,2017-12-22,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017,12
840,115,A00308988,67.0,2017-12-19,Jackal,Amakim,VII B,Kefar Yehoshua,,2017,12
841,114,A00308957 ,66.0,2017-12-18,Jackal,Amakim,VII B,Yardena,,2017,12
842,113,A00308873 ,65.0,2017-12-17,Cattle,Amakim,VII B,Nahalal,,2017,12
843,109,A00308238 ,61.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017,12
844,110,A00308239 ,62.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017,12
845,111,A00308243,63.0,2017-12-11,Jackal,Amakim,VII B,Nurit,,2017,12
846,112,A00308374,64.0,2017-12-11,Jackal,Amakim,VII B,Perazon,,2017,12
847,108,A00308237 ,60.0,2017-12-11,Jackal,Amakim,VII B,Tel Te'Omim,,2017,12
848,107,A00308070 ,59.0,2017-12-10,Dog,Hasharon,VII B,Basma,,2017,12
849,106,A00307762 ,58.0,2017-12-06,Jackal,Amakim,VII B,Gid'Ona,,2017,12
850,105,A00307755 ,57.0,2017-12-05,Dog,Amakim,VII B,Afula,,2017,12
851,104,A00307547,55.0,2017-12-04,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017,12
852,103,A00307546,56.0,2017-12-04,Jackal,Hasharon,VII B,Bat Shelomo,,2017,12
853,102,A00307402,54.0,2017-12-03,Jackal,Amakim,VII B,Moledet,,2017,12
854,101,A00307240 ,53.0,2017-11-30,Jackal,Amakim,VII B,Ramat Hashofet,,2017,11
855,124,A00307236 ,52.0,2017-11-30,Cattle,Amakim,VII B,En Hashofet,,2017,11
856,98,A00307054 ,49.0,2017-11-29,Cattle,Amakim,VII B,En Hashofet,,2017,11
857,99,A00307051 ,50.0,2017-11-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017,11
858,100,A00307111 ,51.0,2017-11-29,Jackal,Amakim,VII B,Nahalal,,2017,11
859,97,A00306869 ,48.0,2017-11-27,Dog,Amakim,VII B,Ramat Hashofet,,2017,11
860,123,A00306724 ,47.0,2017-11-26,Dog,Amakim,VII B,Gid'Ona,,2017,11
861,96,A00306447 ,46.0,2017-11-22,Jackal,Amakim,VII B,Newe Etan,,2017,11
862,95,A00306323 ,45.0,2017-11-21,Jackal,Amakim,VII B,Sede Terumot,,2017,11
863,94,A00306315 ,44.0,2017-11-21,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017,11
864,93,A00305789 ,43.0,2017-11-16,Cattle,Amakim,VII B,Yoqne'Am(Moshava),,2017,11
865,92,A00305664 ,42.0,2017-11-15,Cat,Amakim,VII B,Gan Ner,,2017,11
866,91,A00305504 ,41.0,2017-11-14,Jackal,Amakim,VII B,Ramat Hashofet,,2017,11
867,89,A00305395 ,39.0,2017-11-13,Jackal,Amakim,VII B,Gid'Ona,,2017,11
868,90,A00305400 ,40.0,2017-11-13,Cat,Amakim,VII B,Gan Ner,,2017,11
869,88,A00305161 ,38.0,2017-11-12,Sheep,Amakim,VII B,Ramat Zevi,,2017,11
870,87,A00304896,37.0,2017-11-08,Cattle,Amakim,VII B,Yardena,,2017,11
871,86,A00304876,36.0,2017-11-07,Jackal,Amakim,VII B,En Hashofet,,2017,11
872,85,A00304484,35.0,2017-11-05,Jackal,Amakim,VII B,Bet She'An,,2017,11
873,84,A00304380,34.0,2017-11-02,Jackal,Amakim,VII B,Afula,,2017,11
874,83,A00303627,33.0,2017-10-26,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017,10
875,82,A00303739 ,32.0,2017-10-26,Jackal,Amakim,VII B,Perazon,,2017,10
876,76,A00303255,26.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
877,81,A00303264,31.0,2017-10-23,Jackal,Amakim,VII B,Bet She'An,,2017,10
878,80,A00303270,30.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
879,79,A00303261,27.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017,10
880,78,A00303259,29.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017,10
881,77,A00303258,28.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
882,75,A00303256,25.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
883,74,A00303009,24.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017,10
884,73,A00303008,23.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017,10
885,72,A00302213,22.0,2017-10-15,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017,10
886,70,A00301951,20.0,2017-10-08,Jackal,Amakim,VII B,Hamadya,,2017,10
887,71,A00301953,21.0,2017-10-08,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017,10
888,69,A00300817,19.0,2017-09-19,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017,9
889,68,A00300048,18.0,2017-09-10,Jackal,Galil Golan,VII A,Hagosherim,,2017,9
890,67,A00299866,17.0,2017-09-06,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017,9
891,66,A00298899,16.0,2017-08-23,Jackal,Galil Golan,VII A,Yesud Hama'Ala,,2017,8
892,65,A00298319,15.0,2017-08-15,Jackal,Galil Golan,VII A,Dan,,2017,8
893,64,A00296720,14.0,2017-07-23,Jackal,Galil Golan,VII A,Dan,,2017,7
894,63,A00294273,13.0,2017-06-18,Jackal,Amakim,VII B,Hamadya,,2017,6
895,62,A00292656,12.0,2017-05-25,Dog,Galil Maaravi,VII A,Kisra-Sumei,,2017,5
896,61,A00291777,11.0,2017-05-17,Dog,Amakim,VII B,Tamra (Yizre'El),,2017,5
897,60,A00288836,10.0,2017-04-18,Cattle,Galil Golan,VII B,,Sirin,2017,4
898,59,A00288746,9.0,2017-04-12,Dog,Galil Maaravi,VII A,Shelomi,,2017,4
899,58,A00286461,8.0,2017-03-19,Cattle,Galil Golan,VII A,Shamir,,2017,3
900,57,A00285326,7.0,2017-03-05,Dog,Galil Maaravi,VII A,Aramsha,,2017,3
901,56,A00285002,6.0,2017-02-28,Jackal,Galil Golan,VII A,Dan,,2017,2
902,55,A00283619,5.0,2017-02-09,Jackal,Galil Golan,VII B,Kefar Kisch,,2017,2
903,53,A00282774,4.0,2017-02-03,Dog,Galil Golan,VII A,Sede Nehemya,,2017,2
904,52,A00281474,3.0,2017-01-30,Cattle,Galil Golan,VII B,,Sirin,2017,1
905,54,A00281465,2.0,2017-01-15,Jackal,Galil Golan,VII B,Menahemya,,2017,1
906,51,A00281434,1.0,2017-01-12,Jackal,Galil Maaravi,VII A,Me'Ona,,2017,1
907,195,A00280235,29.0,2016-12-28,Dog,Galil Maaravi,VII A,Hurfeish,,2016,12
908,407,A00280040,28.0,2016-12-26,Fox,Negev,V,Yotvata,,2016,12
